mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__model__optimizer,param_estimator__model__numnodes,param_estimator__model__numlayer,param_estimator__model__dropout_val_in,param_estimator__model__dropout_val_h,param_estimator__model__dropout,param_estimator__model__batchnorm,param_estimator__model__activations,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
9.157220602035522,0.6098776999484729,0.22407682736714682,0.010772719716031783,adam,64,3,0.2,0.3,yes,yes,relu,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 3, 'estimator__model__dropout_val_in': 0.2, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'yes', 'estimator__model__activations': 'relu'}",0.7810650887573964,0.865979381443299,0.8,0.8156814900668984,0.036396347102655394,34
7.159995635350545,0.6585328001347589,0.16397651036580405,0.027810252498979136,sgd,64,1,0.0,0.3,no,yes,relu,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'yes', 'estimator__model__activations': 'relu'}",0.7712418300653595,0.861878453038674,0.8,0.811040094368011,0.03781676981395631,41
5.403383493423462,0.6085088904279,0.13637892405192056,0.005966070578869752,adam,64,1,0.0,0.5,yes,no,tanh,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.5, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'tanh'}",0.7712418300653595,0.8248587570621468,0.8289473684210527,0.8083493185161864,0.02629199447306129,51
11.947974443435669,0.7109645693596235,0.13863865534464517,0.009361178235699135,sgd,64,1,0.2,0.5,yes,no,relu,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0.2, 'estimator__model__dropout_val_h': 0.5, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'relu'}",0.7814569536423841,0.8539325842696629,0.7671232876712328,0.8008376085277599,0.037997112450097945,73
8.577229817708334,1.379136248975103,0.1469898223876953,0.0018811746939794696,sgd,32,1,0.2,0.3,yes,yes,relu,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 32, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0.2, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'yes', 'estimator__model__activations': 'relu'}",0.7894736842105263,0.8950276243093923,0.8,0.828167102839973,0.04747243290863272,6
6.988986492156982,0.6854034912866697,0.1836122671763102,0.0029060287951336605,adam,16,2,0.0,0.3,yes,yes,tanh,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 16, 'estimator__model__numlayer': 2, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'yes', 'estimator__model__activations': 'tanh'}",0.7972972972972973,0.8379888268156425,0.8289473684210527,0.8214111641779974,0.017446029623391337,19
8.636703888575235,3.348822188861953,0.19795568784077963,0.01626832055841714,sgd,16,2,0.2,0.4,yes,yes,tanh,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 16, 'estimator__model__numlayer': 2, 'estimator__model__dropout_val_in': 0.2, 'estimator__model__dropout_val_h': 0.4, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'yes', 'estimator__model__activations': 'tanh'}",0.7924528301886793,0.8135593220338984,0.8181818181818182,0.8080646568014652,0.011199366508874611,54
10.201465765635172,1.4858036252907614,0.13134113947550455,0.007162251939352518,sgd,32,1,0.0,0.3,no,no,relu,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 32, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'relu'}",0.7564102564102564,0.8379888268156425,0.8051948051948052,0.799864629473568,0.033516899889071715,74
13.238904317220053,1.1047629032106503,0.14019314448038736,0.008871779215034944,sgd,64,2,0.0,0.5,yes,no,relu,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 2, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.5, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'relu'}",0.7947019867549668,0.8491620111731844,0.7808219178082192,0.8082286385787901,0.029493726140262952,53
8.968290090560913,4.062208265294198,0.16157976786295572,0.006097395460192554,adam,16,3,0.2,0.3,yes,no,tanh,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 16, 'estimator__model__numlayer': 3, 'estimator__model__dropout_val_in': 0.2, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'tanh'}",0.7894736842105263,0.8092485549132948,0.8050314465408805,0.8012512285549006,0.008504074076345132,72
6.180250247319539,0.508345347030782,0.149641752243042,0.0029117723631053474,adam,64,1,0.2,0.3,no,yes,tanh,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0.2, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'yes', 'estimator__model__activations': 'tanh'}",0.6976744186046512,0.8242424242424242,0.8027210884353742,0.7748793104274831,0.055294595665769164,92
6.238840421040853,0.7643393220114836,0.14297890663146973,0.0021493368215698997,adam,64,1,0.0,0.5,yes,no,relu,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.5, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'relu'}",0.7733333333333333,0.8228571428571428,0.8108108108108109,0.8023337623337623,0.02108786682114172,70
6.256622076034546,1.0590033154330094,0.2304843266805013,0.041488136067878795,adam,32,2,0.2,0.5,no,yes,tanh,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 32, 'estimator__model__numlayer': 2, 'estimator__model__dropout_val_in': 0.2, 'estimator__model__dropout_val_h': 0.5, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'yes', 'estimator__model__activations': 'tanh'}",0.7412587412587412,0.8023952095808383,0.8104575163398693,0.7847038223931495,0.030896132483432006,87
9.70129164059957,2.0289686388151,0.1504352887471517,0.005906031119390144,sgd,16,2,0.0,0.5,no,no,tanh,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 16, 'estimator__model__numlayer': 2, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.5, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'tanh'}",0.7682119205298014,0.8586956521739131,0.8366013071895425,0.8211696266310856,0.03851777941595801,23
